code	billable	short_desc	long_desc	three_digit	major	sub_chapter	chapter	ICD_MAJOR	ICD_FORMATTED	ICD_lower	concat	system	organ	histology_0	histology_1	histology_2
D0769	TRUE	Carcinoma in situ of other male genital organs	Carcinoma in situ of other male genital organs	D07	Carcinoma in situ of other and unspecified genital organs	In Situ Neoplasms	Neoplasms	D07	D07.69	d0769	d0769 carcinoma in situ of other male genital organs in situ neoplasms carcinoma in situ of other			carcinoma		
D09	FALSE	Carcinoma in situ of other and unspecified sites	Carcinoma in situ of other and unspecified sites	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.	d09	d09 carcinoma in situ of other in situ neoplasms carcinoma in situ of other			carcinoma		
D090	TRUE	Carcinoma in situ of bladder	Carcinoma in situ of bladder	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.0	d090	d090 carcinoma in situ of bladder in situ neoplasms carcinoma in situ of other	genitourinary	bladder	carcinoma		
D091	FALSE	Carcinoma in situ of other and unspecified urinary organs	Carcinoma in situ of other and unspecified urinary organs	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.1	d091	d091 carcinoma in situ of other in situ neoplasms carcinoma in situ of other			carcinoma		
D0910	TRUE	Carcinoma in situ of unspecified urinary organ	Carcinoma in situ of unspecified urinary organ	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.10	d0910	d0910 carcinoma in situ of unspecified urinary organ in situ neoplasms carcinoma in situ of other	genitourinary		carcinoma		
D0919	TRUE	Carcinoma in situ of other urinary organs	Carcinoma in situ of other urinary organs	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.19	d0919	d0919 carcinoma in situ of other urinary organs in situ neoplasms carcinoma in situ of other	genitourinary		carcinoma		
D092	FALSE	Carcinoma in situ of eye	Carcinoma in situ of eye	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.2	d092	d092 carcinoma in situ of eye in situ neoplasms carcinoma in situ of other			carcinoma		
D0920	TRUE	Carcinoma in situ of unspecified eye	Carcinoma in situ of unspecified eye	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.20	d0920	d0920 carcinoma in situ of unspecified eye in situ neoplasms carcinoma in situ of other			carcinoma		
D0921	TRUE	Carcinoma in situ of right eye	Carcinoma in situ of right eye	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.21	d0921	d0921 carcinoma in situ of right eye in situ neoplasms carcinoma in situ of other			carcinoma		
D0922	TRUE	Carcinoma in situ of left eye	Carcinoma in situ of left eye	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.22	d0922	d0922 carcinoma in situ of left eye in situ neoplasms carcinoma in situ of other			carcinoma		
D093	TRUE	Carcinoma in situ of thyroid and other endocrine glands	Carcinoma in situ of thyroid and other endocrine glands	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.3	d093	d093 carcinoma in situ of thyroid in situ neoplasms carcinoma in situ of other	endocrine	thyroid gland	carcinoma		
D098	TRUE	Carcinoma in situ of other specified sites	Carcinoma in situ of other specified sites	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.8	d098	d098 carcinoma in situ of other specified sites in situ neoplasms carcinoma in situ of other			carcinoma		
D099	TRUE	Carcinoma in situ, unspecified	Carcinoma in situ, unspecified	D09	Carcinoma in situ of other and unspecified sites	In Situ Neoplasms	Neoplasms	D09	D09.9	d099	d099 carcinoma in situ unspecified in situ neoplasms carcinoma in situ of other			carcinoma		
D10	FALSE	Benign neoplasm of mouth and pharynx	Benign neoplasm of mouth and pharynx	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.	d10	d10 benign neoplasm of mouth benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D100	TRUE	Benign neoplasm of lip	Benign neoplasm of lip	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.0	d100	d100 benign neoplasm of lip benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D101	TRUE	Benign neoplasm of tongue	Benign neoplasm of tongue	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.1	d101	d101 benign neoplasm of tongue benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D102	TRUE	Benign neoplasm of floor of mouth	Benign neoplasm of floor of mouth	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.2	d102	d102 benign neoplasm of floor of mouth benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D103	FALSE	Benign neoplasm of other and unspecified parts of mouth	Benign neoplasm of other and unspecified parts of mouth	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.3	d103	d103 benign neoplasm of other benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D1030	TRUE	Benign neoplasm of unspecified part of mouth	Benign neoplasm of unspecified part of mouth	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.30	d1030	d1030 benign neoplasm of unspecified part of mouth benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D1039	TRUE	Benign neoplasm of other parts of mouth	Benign neoplasm of other parts of mouth	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.39	d1039	d1039 benign neoplasm of other parts of mouth benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D104	TRUE	Benign neoplasm of tonsil	Benign neoplasm of tonsil	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.4	d104	d104 benign neoplasm of tonsil benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D105	TRUE	Benign neoplasm of other parts of oropharynx	Benign neoplasm of other parts of oropharynx	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.5	d105	d105 benign neoplasm of other parts of oropharynx benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D106	TRUE	Benign neoplasm of nasopharynx	Benign neoplasm of nasopharynx	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.6	d106	d106 benign neoplasm of nasopharynx benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D107	TRUE	Benign neoplasm of hypopharynx	Benign neoplasm of hypopharynx	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.7	d107	d107 benign neoplasm of hypopharynx benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D109	TRUE	Benign neoplasm of pharynx, unspecified	Benign neoplasm of pharynx, unspecified	D10	Benign neoplasm of mouth and pharynx	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D10	D10.9	d109	d109 benign neoplasm of pharynx unspecified benign neoplasms except benign neuroendocrine tumors benign neoplasm of mouth	endocrine	lip, oral cavity and pharynx			
D11	FALSE	Benign neoplasm of major salivary glands	Benign neoplasm of major salivary glands	D11	Benign neoplasm of major salivary glands	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D11	D11.	d11	d11 benign neoplasm of major salivary glands benign neoplasms except benign neuroendocrine tumors benign neoplasm of major salivary glands	endocrine	﻿salivary gland			
D110	TRUE	Benign neoplasm of parotid gland	Benign neoplasm of parotid gland	D11	Benign neoplasm of major salivary glands	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D11	D11.0	d110	d110 benign neoplasm of parotid gland benign neoplasms except benign neuroendocrine tumors benign neoplasm of major salivary glands	endocrine	﻿salivary gland			
D117	TRUE	Benign neoplasm of other major salivary glands	Benign neoplasm of other major salivary glands	D11	Benign neoplasm of major salivary glands	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D11	D11.7	d117	d117 benign neoplasm of other major salivary glands benign neoplasms except benign neuroendocrine tumors benign neoplasm of major salivary glands	endocrine	﻿salivary gland			
D119	TRUE	Benign neoplasm of major salivary gland, unspecified	Benign neoplasm of major salivary gland, unspecified	D11	Benign neoplasm of major salivary glands	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D11	D11.9	d119	d119 benign neoplasm of major salivary gland unspecified benign neoplasms except benign neuroendocrine tumors benign neoplasm of major salivary glands	endocrine	﻿salivary gland			
D12	FALSE	Benign neoplasm of colon, rectum, anus and anal canal	Benign neoplasm of colon, rectum, anus and anal canal	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.	d12	d12 benign neoplasm of colon rectum anus benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D120	TRUE	Benign neoplasm of cecum	Benign neoplasm of cecum	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.0	d120	d120 benign neoplasm of cecum benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D121	TRUE	Benign neoplasm of appendix	Benign neoplasm of appendix	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.1	d121	d121 benign neoplasm of appendix benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D122	TRUE	Benign neoplasm of ascending colon	Benign neoplasm of ascending colon	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.2	d122	d122 benign neoplasm of ascending colon benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D123	TRUE	Benign neoplasm of transverse colon	Benign neoplasm of transverse colon	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.3	d123	d123 benign neoplasm of transverse colon benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D124	TRUE	Benign neoplasm of descending colon	Benign neoplasm of descending colon	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.4	d124	d124 benign neoplasm of descending colon benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D125	TRUE	Benign neoplasm of sigmoid colon	Benign neoplasm of sigmoid colon	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.5	d125	d125 benign neoplasm of sigmoid colon benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	﻿colorectal			
D126	TRUE	Benign neoplasm of colon, unspecified	Benign neoplasm of colon, unspecified	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.6	d126	d126 benign neoplasm of colon unspecified benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D127	TRUE	Benign neoplasm of rectosigmoid junction	Benign neoplasm of rectosigmoid junction	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.7	d127	d127 benign neoplasm of rectosigmoid junction benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	﻿colorectal			
D128	TRUE	Benign neoplasm of rectum	Benign neoplasm of rectum	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.8	d128	d128 benign neoplasm of rectum benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D129	TRUE	Benign neoplasm of anus and anal canal	Benign neoplasm of anus and anal canal	D12	Benign neoplasm of colon, rectum, anus and anal canal	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D12	D12.9	d129	d129 benign neoplasm of anus benign neoplasms except benign neuroendocrine tumors benign neoplasm of colon rectum anus	endocrine	colorectal			
D13	FALSE	Benign neoplasm of and ill-defined parts of digestive system	Benign neoplasm of other and ill-defined parts of digestive system	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.	d13	d13 benign neoplasm of other benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine				
D130	TRUE	Benign neoplasm of esophagus	Benign neoplasm of esophagus	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.0	d130	d130 benign neoplasm of esophagus benign neoplasms except benign neuroendocrine tumors benign neoplasm of	digestive	esophagus			
D131	TRUE	Benign neoplasm of stomach	Benign neoplasm of stomach	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.1	d131	d131 benign neoplasm of stomach benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine	stomach			
D132	TRUE	Benign neoplasm of duodenum	Benign neoplasm of duodenum	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.2	d132	d132 benign neoplasm of duodenum benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine	duodenum			
D133	FALSE	Benign neoplasm of other and unsp parts of small intestine	Benign neoplasm of other and unspecified parts of small intestine	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.3	d133	d133 benign neoplasm of other benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine				
D1330	TRUE	Benign neoplasm of unspecified part of small intestine	Benign neoplasm of unspecified part of small intestine	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.30	d1330	d1330 benign neoplasm of unspecified part of small intestine benign neoplasms except benign neuroendocrine tumors benign neoplasm of	digestive	small intestine			
D1339	TRUE	Benign neoplasm of other parts of small intestine	Benign neoplasm of other parts of small intestine	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.39	d1339	d1339 benign neoplasm of other parts of small intestine benign neoplasms except benign neuroendocrine tumors benign neoplasm of	digestive	small intestine			
D134	TRUE	Benign neoplasm of liver	Benign neoplasm of liver	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.4	d134	d134 benign neoplasm of liver benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine	liver			
D135	TRUE	Benign neoplasm of extrahepatic bile ducts	Benign neoplasm of extrahepatic bile ducts	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.5	d135	d135 benign neoplasm of extrahepatic bile ducts benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine	liver			
D136	TRUE	Benign neoplasm of pancreas	Benign neoplasm of pancreas	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.6	d136	d136 benign neoplasm of pancreas benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine	pancreas			
D137	TRUE	Benign neoplasm of endocrine pancreas	Benign neoplasm of endocrine pancreas	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.7	d137	d137 benign neoplasm of endocrine pancreas benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine	pancreas			
D139	TRUE	Benign neoplasm of ill-defined sites within the dgstv sys	Benign neoplasm of ill-defined sites within the digestive system	D13	Benign neoplasm of and ill-defined parts of digestive system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D13	D13.9	d139	d139 benign neoplasm of ill defined sites within the digestive system benign neoplasms except benign neuroendocrine tumors benign neoplasm of	endocrine				
D14	FALSE	Benign neoplasm of middle ear and respiratory system	Benign neoplasm of middle ear and respiratory system	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.	d14	d14 benign neoplasm of middle ear benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine				
D140	TRUE	Benign neoplasm of mid ear, nasl cav and accessory sinuses	Benign neoplasm of middle ear, nasal cavity and accessory sinuses	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.0	d140	d140 benign neoplasm of middle ear nasal cavity benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine				
D141	TRUE	Benign neoplasm of larynx	Benign neoplasm of larynx	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.1	d141	d141 benign neoplasm of larynx benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine				
D142	TRUE	Benign neoplasm of trachea	Benign neoplasm of trachea	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.2	d142	d142 benign neoplasm of trachea benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine				
D143	FALSE	Benign neoplasm of bronchus and lung	Benign neoplasm of bronchus and lung	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.3	d143	d143 benign neoplasm of bronchus benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine	lung			
D1430	TRUE	Benign neoplasm of unspecified bronchus and lung	Benign neoplasm of unspecified bronchus and lung	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.30	d1430	d1430 benign neoplasm of unspecified bronchus benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine	lung			
D1431	TRUE	Benign neoplasm of right bronchus and lung	Benign neoplasm of right bronchus and lung	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.31	d1431	d1431 benign neoplasm of right bronchus benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine	lung			
D1432	TRUE	Benign neoplasm of left bronchus and lung	Benign neoplasm of left bronchus and lung	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.32	d1432	d1432 benign neoplasm of left bronchus benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine	lung			
D144	TRUE	Benign neoplasm of respiratory system, unspecified	Benign neoplasm of respiratory system, unspecified	D14	Benign neoplasm of middle ear and respiratory system	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D14	D14.4	d144	d144 benign neoplasm of respiratory system unspecified benign neoplasms except benign neuroendocrine tumors benign neoplasm of middle ear	endocrine				
D15	FALSE	Benign neoplasm of other and unsp intrathoracic organs	Benign neoplasm of other and unspecified intrathoracic organs	D15	Benign neoplasm of other and unsp intrathoracic organs	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D15	D15.	d15	d15 benign neoplasm of other benign neoplasms except benign neuroendocrine tumors benign neoplasm of other	endocrine				
D150	TRUE	Benign neoplasm of thymus	Benign neoplasm of thymus	D15	Benign neoplasm of other and unsp intrathoracic organs	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D15	D15.0	d150	d150 benign neoplasm of thymus benign neoplasms except benign neuroendocrine tumors benign neoplasm of other	endocrine				
D151	TRUE	Benign neoplasm of heart	Benign neoplasm of heart	D15	Benign neoplasm of other and unsp intrathoracic organs	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D15	D15.1	d151	d151 benign neoplasm of heart benign neoplasms except benign neuroendocrine tumors benign neoplasm of other	endocrine	heart			
D152	TRUE	Benign neoplasm of mediastinum	Benign neoplasm of mediastinum	D15	Benign neoplasm of other and unsp intrathoracic organs	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D15	D15.2	d152	d152 benign neoplasm of mediastinum benign neoplasms except benign neuroendocrine tumors benign neoplasm of other	endocrine	mediastinum			
D157	TRUE	Benign neoplasm of other specified intrathoracic organs	Benign neoplasm of other specified intrathoracic organs	D15	Benign neoplasm of other and unsp intrathoracic organs	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D15	D15.7	d157	d157 benign neoplasm of other specified intrathoracic organs benign neoplasms except benign neuroendocrine tumors benign neoplasm of other	endocrine				
D159	TRUE	Benign neoplasm of intrathoracic organ, unspecified	Benign neoplasm of intrathoracic organ, unspecified	D15	Benign neoplasm of other and unsp intrathoracic organs	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D15	D15.9	d159	d159 benign neoplasm of intrathoracic organ unspecified benign neoplasms except benign neuroendocrine tumors benign neoplasm of other	endocrine				
D16	FALSE	Benign neoplasm of bone and articular cartilage	Benign neoplasm of bone and articular cartilage	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.	d16	d16 benign neoplasm of bone benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D160	FALSE	Benign neoplasm of scapula and long bones of upper limb	Benign neoplasm of scapula and long bones of upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.0	d160	d160 benign neoplasm of scapula benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1600	TRUE	Benign neoplasm of scapula and long bones of unsp upper limb	Benign neoplasm of scapula and long bones of unspecified upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.00	d1600	d1600 benign neoplasm of scapula benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1601	TRUE	Benign neoplm of scapula and long bones of right upper limb	Benign neoplasm of scapula and long bones of right upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.01	d1601	d1601 benign neoplasm of scapula benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1602	TRUE	Benign neoplasm of scapula and long bones of left upper limb	Benign neoplasm of scapula and long bones of left upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.02	d1602	d1602 benign neoplasm of scapula benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D161	FALSE	Benign neoplasm of short bones of upper limb	Benign neoplasm of short bones of upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.1	d161	d161 benign neoplasm of short bones of upper limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1610	TRUE	Benign neoplasm of short bones of unspecified upper limb	Benign neoplasm of short bones of unspecified upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.10	d1610	d1610 benign neoplasm of short bones of unspecified upper limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1611	TRUE	Benign neoplasm of short bones of right upper limb	Benign neoplasm of short bones of right upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.11	d1611	d1611 benign neoplasm of short bones of right upper limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1612	TRUE	Benign neoplasm of short bones of left upper limb	Benign neoplasm of short bones of left upper limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.12	d1612	d1612 benign neoplasm of short bones of left upper limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D162	FALSE	Benign neoplasm of long bones of lower limb	Benign neoplasm of long bones of lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.2	d162	d162 benign neoplasm of long bones of lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1620	TRUE	Benign neoplasm of long bones of unspecified lower limb	Benign neoplasm of long bones of unspecified lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.20	d1620	d1620 benign neoplasm of long bones of unspecified lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1621	TRUE	Benign neoplasm of long bones of right lower limb	Benign neoplasm of long bones of right lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.21	d1621	d1621 benign neoplasm of long bones of right lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1622	TRUE	Benign neoplasm of long bones of left lower limb	Benign neoplasm of long bones of left lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.22	d1622	d1622 benign neoplasm of long bones of left lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D163	FALSE	Benign neoplasm of short bones of lower limb	Benign neoplasm of short bones of lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.3	d163	d163 benign neoplasm of short bones of lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1630	TRUE	Benign neoplasm of short bones of unspecified lower limb	Benign neoplasm of short bones of unspecified lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.30	d1630	d1630 benign neoplasm of short bones of unspecified lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
